the_geom,COMPLEXID,SAFTYPE,SEGMENTID,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
POINT (-73.93149397004032 40.84419199998088),401,N,193927,1,1031153,8,0,1,04/12/2018 12:00:00 AM +0000,03/12/2020 12:00:00 AM +0000,6,DCP,11095502,0,HRD RAMP TO GWB OVER HRD SB
POINT (-74.196729991945 40.63526107028508),0,N,321726,1,19954,8,0,5,03/15/2008 12:00:00 AM +0000,03/16/2020 12:00:00 AM +0000,6,DCP,59703501,0,GOETHALS
POINT (-73.9580216105277 40.75848681229432),0,N,138896,1,1026908,8,0,1,10/20/2015 12:00:00 AM +0000,03/16/2020 12:00:00 AM +0000,6,DoITT,19792015,0,KOCH BR PEDESTRIAN AND BIKE PATH
POINT (-73.95061614358269 40.755299567687125),0,N,139388,1,1026909,8,0,4,10/20/2015 12:00:00 AM +0000,03/16/2020 12:00:00 AM +0000,6,DoITT,49734017,0,KOCH BR PEDESTRIAN AND BIKE
POINT (-73.81678346994171 40.78815244048363),0,N,179357,2,1031297,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40074101,0,14 AV OV BELT CROSS ISL PKWY
POINT (-73.82615714925024 40.759793469864405),0,N,91318,1,1031312,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40078101,0,UNION ST OVER LIRR PORT WASH BR
POINT (-73.81611636010126 40.76254832987148),0,N,91681,2,1031316,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,42319006,0,149 ST BR OVR LIRR PORT WASH BR
POINT (-73.90009437988503 40.743127348304334),0,N,75558,1,1031323,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,41374004,0,65 STREET OVER LIRR
POINT (-73.89208418942773 40.742917689833284),0,N,74443,1,1031341,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40078201,0,WOODSIDE AVE OVER CSX TRANSPORT
POINT (-73.84692456827754 40.67036293740125),0,N,257136,2,1031365,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,45871340,0,WHITELAW ST PEDESTRIAN
POINT (-73.93118460874322 40.714284752256745),0,N,304455,2,1006964,8,0,3,07/28/2011 12:00:00 AM +0000,12/27/2016 12:00:00 AM +0000,6,OTHER,36053004,0,METROPOLITAN AVENUE
POINT (-73.92637826650677 40.82048017668885),0,N,150259,1,1031488,8,0,2,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,20067901,0,GND CNCSE OV METRO N HDSN LINE
POINT (-74.15703294978515 40.63386360065345),0,N,194756,2,1031583,8,0,5,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,50037201,0,DE HART AVE OVER B&O RAILRD
POINT (-73.99894475023616 40.649171999742244),427,N,21100,1,1031733,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30065501,0,7 AVENUE OVER NYCT YARD
POINT (-74.02602928082112 40.64029905046202),0,N,17662,1,1031739,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30063801,0,2 AVENUE OVER LIRR BAY RIDGE
POINT (-74.04081905162191 40.63011094869236),0,N,231282,1,1031762,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,37016514,0,SHORE PKWY GREENWAY-80 ST PED
POINT (-73.96208283008812 40.62900379007517),0,N,121371,1,1031764,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,37016510,0,15 ST FOOTBRIDGE
POINT (-73.97441486921457 40.627605399967955),0,N,26677,2,1031769,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30079101,0,EAST    3 ST OVER LIRR BAY RIDGE
POINT (-73.99596006011926 40.624335399887755),0,N,20032,1,1031780,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30658003,0,15 AVE BR OVR LIRR NYCT SEABCH
POINT (-74.03563055054612 40.61066225946751),0,N,160982,1,1031792,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30064901,0,4 AVENUE OVER BELT SHORE PKWY
POINT (-74.01912188974434 40.603739510700166),0,N,160861,2,1031797,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30066001,0,BAY    8 ST OVER BELT SHORE PKWY
POINT (-74.01175731417418 40.60170197019225),0,N,161481,1,1031799,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,37016509,0,17 AV PEDESTRIAN
POINT (-73.9798086906056 40.60100174043656),0,N,19346,1,1031800,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,30066701,0,AVENUE S OVER NYCT SEA BEACH
POINT (-73.99171480106999 40.5876587179724),0,N,232702,1,1031807,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,37016523,0,27 AV PEDESTRIAN
POINT (-73.98571395982323 40.58148618014492),0,N,191114,1,1031822,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,33063009,0,CROPSEY AVENUE BRIDGE NB RB
POINT (-73.98598633024964 40.58139084002016),0,N,157501,2,1031823,8,0,3,04/16/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,33063008,0,CROPSEY AVENUE BRIDGE SB RB
POINT (-73.98246961982039 40.78895757034853),34,N,142343,2,1031157,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10098601,0,H HUDSON PKWY OVR RIVERSIDE PRK
POINT (-73.83664365296013 40.76263658211576),0,N,155996,1,19965,8,0,4,03/15/2008 12:00:00 AM +0000,04/09/2018 12:00:00 AM +0000,6,DCP,45779013,0,FLUSHING
POINT (-73.934275932126 40.82800203010809),0,N,295143,1,1026940,8,0,1,10/23/2015 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DoITT,19794002,0,MACOMBS DAM BRIDGE PEDESTRIAN
POINT (-73.97503616182371 40.71881021363687),0,N,34676,1,1031159,8,0,1,04/12/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,10099601,0,HOUSTON STREET OVER FDR DRIVE
POINT (-73.97382425891792 40.766922576796944),444,N,262688,1,1031119,8,0,1,04/12/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,10097401,0,E   62 ST PED BRDGE OVER THE PND
POINT (-73.92706544578265 40.846495617972934),0,N,297504,2,933,8,0,2,05/14/2009 12:00:00 AM +0000,07/28/2017 12:00:00 AM +0000,6,DoITT,29820001,0,WASHINGTON
POINT (-73.92688313430749 40.846433626541994),0,N,297515,2,1026966,8,0,2,10/23/2015 12:00:00 AM +0000,07/28/2017 12:00:00 AM +0000,6,DoITT,29820004,0,WASHINGTON BR PED AND BIKE
POINT (-73.90398559933529 40.767996680611695),0,N,175147,2,1031253,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40055701,0,47 ST OVER GRAND CNTRL PARKWAY
POINT (-73.90697699923383 40.768657900164555),0,N,175132,1,1031255,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40055501,0,44 ST OVER GRAND CNTRL PARKWAY
POINT (-73.99583017856268 40.70065412699404),0,N,191520,2,1006605,8,0,3,07/15/2011 12:00:00 AM +0000,02/17/2021 12:00:00 AM +0000,6,OTHER,30018801,0,SQUIBB PARK
POINT (-73.93356569314234 40.81958142887044),0,N,295140,1,1026910,8,0,1,10/21/2015 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,OTHER,19775004,0,145 ST BRIDGE PED AND BIKE
POINT (-73.933127752929 40.80738730455513),0,N,241749,2,1026929,8,0,1,10/23/2015 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DoITT,19771002,0,3 AV BRIDGE PED AND BIKE
POINT (-73.80239925854023 40.786084227728004),0,N,179468,1,1031292,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,40074301,0,160 ST BR OV BELT CROSS IS PKWY
POINT (-73.93314181020845 40.819480548636434),0,N,295141,2,609,8,0,1,05/14/2009 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DoITT,19775001,0,145
POINT (-73.92798170799749 40.84211032740364),0,N,174036,1,19956,8,0,2,03/15/2008 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,23980301,0,HIGH
POINT (-73.81603416066326 40.78788882683826),0,N,179375,1,1031296,8,0,4,04/13/2018 12:00:00 AM +0000,04/19/2018 12:00:00 AM +0000,6,DCP,42319005,0,149 ST BR OV BELT CROSS IS PKWY
POINT (-73.89110819214709 40.829606776443505),0,,78743,1,1036372,12,0,2,10/23/2020 12:00:00 AM +0000,,4,OTHER,,0,FREEMAN GARDEN
POINT (-74.25096414843168 40.51339450222718),0,N,124,2,1031587,8,0,5,04/16/2018 12:00:00 AM +0000,01/31/2020 12:00:00 AM +0000,6,DCP,50036401,0,MAIN ST PED BR OV SIRT SOUTH SHR
POINT (-73.83737458381803 40.74518153118957),453,N,227219,2,1031377,8,0,4,04/13/2018 12:00:00 AM +0000,04/15/2019 12:00:00 AM +0000,6,DCP,40062301,0,FLSHG MDW PK RD OV STRM N OF LIE
POINT (-74.14242545751016 40.64095170369607),0,N,331662,1,1026931,8,0,5,10/23/2015 12:00:00 AM +0000,04/07/2021 12:00:00 AM +0000,6,DoITT,59700004,0,BAYONNE BR PED AND BIKE
POINT (-73.92946799599785 40.845657680171804),0,N,140063,1,935,8,0,1,05/14/2009 12:00:00 AM +0000,12/27/2011 12:00:00 AM +0000,6,DoITT,19700001,0,ALEXANDER HAMILTON
POINT (-73.9490339905629 40.83666614277416),0,N,331868,2,1031874,8,0,1,05/10/2018 12:00:00 AM +0000,04/12/2021 12:00:00 AM +0000,6,OTHER,10098701,0,HENRY HUDSON PKWY OV W  158 ST
POINT (-73.94586892313326 40.771909959440066),0,N,243777,1,1031041,8,0,1,04/12/2018 12:00:00 AM +0000,04/18/2019 12:00:00 AM +0000,6,DCP,11256003,0,PRMND OV FDR BT E 81 E 90TH ST
POINT (-73.93236490031313 40.819507905087455),0,N,69404,1,603,8,0,2,05/14/2009 12:00:00 AM +0000,10/21/2015 12:00:00 AM +0000,6,DoITT,29830001,0,145
POINT (-73.93212917315464 40.81947961779269),0,N,262102,1,1026911,8,0,2,10/21/2015 12:00:00 AM +0000,,6,OTHER,29830007,0,145 ST BRIDGE PED AND BIKE
POINT (-73.95808568715634 40.75841793372374),0,N,158838,1,1026896,8,0,1,10/16/2015 12:00:00 AM +0000,,6,OTHER,19792003,0,ED KOCH QUEENSBORO BR LOWER RDWY
POINT (-73.82558759629337 40.838127752827646),0,N,179608,1,1026967,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,29810011,0,WATERBURY-BAISLEY AVE PED
POINT (-73.87419920569045 40.824178673759825),0,N,175792,2,1026958,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,29810017,0,STRATFORD AVE PEDESTRIAN
POINT (-73.97638285803387 40.651396184467885),0,N,186325,2,1026939,8,0,3,10/23/2015 12:00:00 AM +0000,,6,DoITT,37016505,0,GREENWOOD AVE PEDESTRIAN
POINT (-73.9279960868633 40.804070080748154),15,N,258838,1,1026971,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,21003003,0,WILLIS AVENUE BRIDGE BIKE
POINT (-73.7803456920204 40.74257477266046),0,N,180525,1,1026960,8,0,4,10/23/2015 12:00:00 AM +0000,,6,DoITT,45871318,0,UNDERHILL AVENUE PEDESTRIAN
POINT (-73.9436631315316 40.76247271951925),0,N,258890,1,1026956,8,0,4,10/23/2015 12:00:00 AM +0000,,6,DoITT,49736003,0,ROOSEVELT IS BR PED & BIKE
POINT (-73.93241052072209 40.81411596327961),0,N,240167,2,1026943,8,0,2,10/23/2015 12:00:00 AM +0000,09/01/2020 12:00:00 AM +0000,6,DoITT,29827007,0,MADISON AV BRDG PED & BIKE
POINT (-73.95280277517563 40.7390999377796),0,N,235753,2,1026951,8,0,3,10/23/2015 12:00:00 AM +0000,,6,DoITT,39740004,0,PULASKI BRIDGE BIKE
POINT (-73.95269137184688 40.739426565836666),0,N,235756,1,1026952,8,0,4,10/23/2015 12:00:00 AM +0000,,6,DoITT,49712004,0,PULASKI BRIDGE BIKE
POINT (-73.92889625864403 40.80091499526733),0,N,241864,2,1026954,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19772008,0,RFK BRIDGE PED AND BIKE
POINT (-73.88601052732942 40.90012204018573),33,N,302399,2,1031446,8,0,2,04/16/2018 12:00:00 AM +0000,07/07/2020 12:00:00 AM +0000,6,DCP,20072801,0,MOSHOLU PKWY OVER EQUESTRIAN PTH
POINT (-73.92261177027989 40.85942950137238),0,N,267315,2,1026936,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19751038,0,DYCKMAN HOUSES 10 AVE PED
POINT (-73.94938260751648 40.58234917431806),0,N,26181,2,19960,8,0,3,03/15/2008 12:00:00 AM +0000,,6,DCP,37637001,0,SHEEPSHEAD FOOT
POINT (-73.91975811272734 40.87362165222583),3599,N,9023837,1,1031032,8,0,1,04/12/2018 12:00:00 AM +0000,02/06/2019 12:00:00 AM +0000,6,DCP,10095602,0,INWOOD HILL PED OV HRLM RIV INLT
POINT (-73.97579761376278 40.798186126897015),0,N,219094,1,1031184,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10099201,0,HHP SB OVER RAMP TO W   96 ST
POINT (-73.97634007734891 40.796043399949305),0,N,142326,2,1031158,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10099001,0,HHP NB OVER RAMP TO   96 ST
POINT (-73.91884070334942 40.799160936165286),15,N,242001,2,1026953,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,29832004,0,RFK BRIDGE PED AND BIKE
POINT (-73.97493980841755 40.79902913535913),0,N,223886,2,1031110,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10098801,0,HHP NB OVER RAMP FROM   96 ST
POINT (-73.9422593399454 40.85218716976461),3352,N,173746,2,1031010,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10110201,0,W 181 ST PED BRDGE OVER HHP NB
POINT (-73.97843974954037 40.71163585027713),0,N,240466,1,1031066,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10096801,0,CORLEARS PARK ROAD OVER FDR DRV
POINT (-73.95583903638837 40.76107411042471),0,N,133086,1,1031067,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10107801,0,EAST 64 ST PED BRDGE OVER FDR DR
POINT (-73.95198707143001 40.76526236678691),0,N,195165,2,1031188,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10107901,0,EAST 71 ST PED BRDGE OVER FDR DR
POINT (-73.94831284914379 40.769542526000556),0,N,312361,1,1031040,8,0,1,04/12/2018 12:00:00 AM +0000,04/13/2018 12:00:00 AM +0000,6,DCP,10108201,0,EAST 78 ST PED BRDGE OVER FDR DR
POINT (-73.92142850930854 40.85266343021703),0,N,321207,2,1031565,8,0,2,04/16/2018 12:00:00 AM +0000,01/02/2020 12:00:00 AM +0000,6,DCP,24983002,0,MATTHEWSON RD OVER MCCRACKEN AVE
POINT (-73.92159246792674 40.87816625834845),0,N,143394,1,1026892,8,0,2,10/16/2015 12:00:00 AM +0000,,6,OTHER,29831003,0,HENRY HUDSON BRIDGE NB RB
POINT (-73.95076277848078 40.755244091063574),0,N,138883,1,1026897,8,0,4,10/16/2015 12:00:00 AM +0000,,6,OTHER,49734003,0,ED KOCH QUEENSBORO BR UPPER RDWY
POINT (-73.99925104558386 40.70798954999747),0,N,242959,1,1026932,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19778007,0,BROOKLYN BRIDGE PED AND BIKE
POINT (-73.9580079079661 40.75838361317757),0,N,138891,1,1026895,8,0,1,10/16/2015 12:00:00 AM +0000,,6,OTHER,19792002,0,ED KOCH QUEENSBORO BR UPPER RDWY
POINT (-73.91236996499501 40.88658216476513),0,N,259393,1,1026964,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,29810022,0,235 ST-W 236 ST PED
POINT (-73.91536775251994 40.86288246586459),0,N,288068,2,1026961,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19762003,0,UNIV HEIGHTS BR BIKE AND PED
POINT (-73.91393542379272 40.86228005033905),0,N,241293,2,1026962,8,0,2,10/23/2015 12:00:00 AM +0000,,6,DoITT,21002503,0,UNIV HEIGHTS BR BIKE AND PED
POINT (-73.88644479606167 40.57581024535166),0,N,232627,1,1026948,8,0,3,10/23/2015 12:00:00 AM +0000,,6,DoITT,39708005,0,MARINE PY-GIL HODGES BR BIKE
POINT (-73.89874855730358 40.604249929153696),0,N,317611,1,1006924,8,0,3,07/26/2011 12:00:00 AM +0000,03/11/2019 12:00:00 AM +0000,6,OTHER,37703012,0,MILL BASIN
POINT (-73.89865064691031 40.604663241868444),0,N,317615,1,1031796,8,0,3,04/16/2018 12:00:00 AM +0000,03/11/2019 12:00:00 AM +0000,6,DCP,37703026,0,BELT SHORE PKWY OVER MILL BASIN
POINT (-73.9614726369321 40.760245201254314),0,N,326100,1,1031207,8,0,1,05/03/2018 12:00:00 AM +0000,03/04/2021 12:00:00 AM +0000,6,OTHER,19792018,0,E 60 ST FROM QUEENS OV 1 AV
POINT (-73.98590152410236 40.58144823109271),0,N,158322,1,16708,8,3415615,3,05/14/2009 12:00:00 AM +0000,04/07/2017 12:00:00 AM +0000,6,DoITT,33063007,0,CROPSEY
POINT (-73.92413116209111 40.87648712563077),3599,N,238464,2,1026890,8,0,1,10/16/2015 12:00:00 AM +0000,,6,OTHER,19741002,0,HENRY HUDSON BRIDGE SB RB
POINT (-73.97465434848654 40.72125569962276),0,N,240425,2,1026937,8,0,1,10/23/2015 12:00:00 AM +0000,,6,DoITT,19751020,0,EAST    6 ST PED BR OVER FDR DRV
POINT (-73.8475843699289 40.73909667385634),0,N,177185,1,1026934,8,0,4,10/23/2015 12:00:00 AM +0000,,6,DoITT,45871313,0,COLONIAL AVE PEDESTRIAN
POINT (-73.92154984417546 40.878194468344084),0,N,143394,1,1026891,8,0,2,10/16/2015 12:00:00 AM +0000,,6,OTHER,29831002,0,HENRY HUDSON BRIDGE SB RB
POINT (-73.99934233022464 40.70804305317223),0,N,9014211,1,617,8,0,1,05/14/2009 12:00:00 AM +0000,04/07/2015 12:00:00 AM +0000,6,DoITT,19778001,0,BROOKLYN
POINT (-73.93449272624562 40.828035026885935),0,N,295150,1,9906,8,0,1,05/14/2009 12:00:00 AM +0000,09/25/2017 12:00:00 AM +0000,6,DCP,19794001,0,MACOMBS DAM
POINT (-73.92950035145736 40.783046726371445),445,N,248656,1,1007394,8,0,1,08/16/2011 12:00:00 AM +0000,11/08/2017 12:00:00 AM +0000,6,OTHER,19772006,0,WARDS ISLAND ANCHORAGE
POINT (-73.8487752379357 40.747230396139976),0,N,192606,2,19966,8,0,4,03/15/2008 12:00:00 AM +0000,,6,DCP,44836501,0,HALL OF SCIENCE
POINT (-74.00701717096757 40.72463475783338),0,N,31895,1,567,9,0,1,05/14/2009 12:00:00 AM +0000,11/18/2011 12:00:00 AM +0000,6,DoITT,19743001,0,HOLLAND
POINT (-73.88514373689752 40.78672808734669),0,N,188216,2,584,8,0,2,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,29823001,0,RIKERS ISLAND
POINT (-73.94269883592102 40.73904190947019),0,N,189271,2,590,8,0,4,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,43649002,0,BORDEN
POINT (-73.79372123642588 40.80223345814468),0,N,141127,1,728,8,0,2,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,29816001,0,THROGS NECK
POINT (-73.9105618086379 40.87402184496571),0,N,270796,1,1031085,8,0,1,04/20/2018 12:00:00 AM +0000,07/29/2019 12:00:00 AM +0000,6,OTHER,11361006,0,BROADWAY
POINT (-73.91039004044873 40.87416107964109),0,N,270851,1,1031185,8,0,2,05/02/2018 12:00:00 AM +0000,07/29/2019 12:00:00 AM +0000,6,OTHER,20070901,0,BWAY BR OVR HARLEM RIV BX BD VEH
POINT (-73.9103697911947 40.874177839482726),0,N,270851,1,1034048,8,0,2,07/29/2019 12:00:00 AM +0000,07/29/2019 12:00:00 AM +0000,6,OTHER,21492004,0,BROADWAY
POINT (-73.91035410110472 40.874188533175946),0,N,270851,1,1034049,8,0,2,07/29/2019 12:00:00 AM +0000,07/29/2019 12:00:00 AM +0000,6,OTHER,20071001,0,BWAY BR OVR HARLEM RIV BX BD IRT
POINT (-73.8835129582936 40.57123147087074),0,N,134653,1,570,8,0,4,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,49739001,0,MARINE PY-GIL HODGES MEMORIAL
POINT (-73.94045346824683 40.74082294350688),0,N,65967,2,593,8,0,4,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,41069003,0,HUNTERS POINT
POINT (-73.81593046708394 40.86185743277415),0,N,95433,2,612,8,0,2,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,25787003,0,PELHAM
POINT (-73.91899412536172 40.79905324698294),15,N,190699,2,719,8,0,2,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DoITT,29832001,0,ROBERT F KENNEDY
POINT (-73.94196679736764 40.73950320427952),0,N,190793,1,19958,8,0,4,03/15/2008 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,6,DCP,45029037,0,QUEENS MIDTOWN EXPRESSWAY
POINT (-73.92906431305518 40.72726078863402),0,N,313027,1,936,8,0,3,05/14/2009 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DoITT,39736001,0,KOSCIUSZKO
POINT (-73.97864622836185 40.770774869582425),444,N,300499,1,1031192,8,0,1,04/12/2018 12:00:00 AM +0000,03/27/2020 12:00:00 AM +0000,6,DCP,10110501,0,W DRV OVER BRIDLE OPP W   64 ST
POINT (-73.96621708748864 40.78446222112633),444,N,285136,1,1031053,8,0,1,04/12/2018 12:00:00 AM +0000,03/27/2020 12:00:00 AM +0000,6,DCP,10109801,0,SW RESERVOIR BR OVER BRIDLE PATH
POINT (-73.96273641027244 40.78189866527167),444,N,285141,2,1031095,8,0,1,04/12/2018 12:00:00 AM +0000,03/27/2020 12:00:00 AM +0000,6,DCP,10109701,0,SE RESVR BRDG OVER BRIDLE PATH
POINT (-73.97167508174749 40.77870126250573),444,N,37291,1,1031094,8,0,1,04/12/2018 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DCP,10099701,0,OAK BRIDGE OVER THE LAKE
POINT (-73.97241420202181 40.778604189631274),444,N,37197,2,1031194,8,0,1,04/12/2018 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DCP,10110301,0,CNTRL PK W DR OV STREAM TO LAKE
POINT (-73.96927222965952 40.77922879978821),444,N,115262,2,1031028,8,0,1,04/12/2018 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DCP,10072621,0,CTRL PK 79 ST PED BR OVR TRNVS
POINT (-74.01584220998345 40.702110876118844),32,N,143081,1,16700,9,0,1,05/14/2009 12:00:00 AM +0000,09/27/2017 12:00:00 AM +0000,6,DoITT,19705001,0,HUGH L CAREY
POINT (-73.97322876082366 40.779207607861245),444,N,285376,2,1031029,8,0,1,04/12/2018 12:00:00 AM +0000,10/18/2018 12:00:00 AM +0000,6,DCP,19714003,0,W 77 ENTR OV PD PTH OPP W 77
POINT (-73.73999760644608 40.63525309279282),0,N,283113,2,1006913,8,0,4,07/26/2011 12:00:00 AM +0000,10/21/2014 12:00:00 AM +0000,6,OTHER,46081007,0,HOOK CREEK
POINT (-74.24551170371323 40.51543522694929),0,N,108280,1,1031588,8,0,5,04/16/2018 12:00:00 AM +0000,01/24/2019 12:00:00 AM +0000,6,DCP,50036901,0,TRACY AVENUE PED BRIDGE OV SIRT
POINT (-73.96852757728713 40.71249220506745),0,N,154274,2,16715,8,0,3,05/14/2009 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DoITT,39730001,0,WILLIAMSBURG
POINT (-73.99104464417019 40.76764191980286),0,N,106105,1,1031191,8,0,1,04/12/2018 12:00:00 AM +0000,01/22/2019 12:00:00 AM +0000,6,DCP,13485003,0,W 54 ST OV AMTRAK 30 ST BRANCH
POINT (-73.94053201935218 40.73321070267289),0,N,65917,2,16716,8,0,3,05/14/2009 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DoITT,34603003,0,JJ BYRNE MEMORIAL
POINT (-73.98914461070814 40.6781996973448),0,N,22638,1,1006910,8,0,3,07/26/2011 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,OTHER,32483002,0,CARROLL
POINT (-73.8386900423433 40.75700599076087),0,N,177615,2,1006928,8,0,4,07/26/2011 12:00:00 AM +0000,10/11/2018 12:00:00 AM +0000,6,OTHER,46109002,0,ROOSEVELT
POINT (-74.00241358552312 40.68204784596203),0,N,161975,1,1031681,8,0,3,04/16/2018 12:00:00 AM +0000,10/11/2018 12:00:00 AM +0000,6,DCP,37016518,0,SUMMIT ST PEDESTRIAN
POINT (-73.83274261709064 40.74929524364993),0,N,179228,2,1008485,8,0,4,09/20/2011 12:00:00 AM +0000,09/20/2011 12:00:00 AM +0000,6,OTHER,43654301,0,BOTANICAL GRDN
POINT (-73.91828296517288 40.88049657368337),0,N,143391,1,1031428,8,0,2,04/16/2018 12:00:00 AM +0000,06/18/2018 12:00:00 AM +0000,6,DCP,23922006,0,HENRY HUDSON PKWY OVR KAPPOCK ST
POINT (-73.8423972385705 40.74149628803932),0,N,177283,2,19949,8,0,4,03/15/2008 12:00:00 AM +0000,,6,DCP,42799701,0,MEADOW
POINT (-73.89184632789696 40.77673740399411),0,N,77104,2,931,8,0,4,05/14/2009 12:00:00 AM +0000,05/13/2011 12:00:00 AM +0000,6,DoITT,49735001,0,RIKERS ISLAND
POINT (-73.83185289433808 40.80526812065424),0,N,136150,1,16883,8,0,2,05/14/2009 12:00:00 AM +0000,05/04/2011 12:00:00 AM +0000,6,DoITT,29799001,0,WHITESTONE
POINT (-73.8364934440449 40.73706625478319),0,N,177353,2,19952,8,0,4,03/15/2008 12:00:00 AM +0000,,6,DCP,44302601,0,MEADOW
POINT (-73.92138723059898 40.85251099580625),0,N,129971,2,1018205,8,0,2,01/18/2013 12:00:00 AM +0000,06/26/2015 12:00:00 AM +0000,6,OTHER,23813501,0,HARLEM RIVER PARK
