the_geom,COMPLEXID,SAFTYPE,SEGMENTID,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
POINT (-73.93668082531848 40.76862460268353),0,N,299887,1,6670,1,0,4,05/14/2009 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,DPR,41518501,0,SOCRATES SCULPTURE PARK
POINT (-74.25279615826798 40.510231621995835),0,N,109630,2,15369,1,0,5,05/14/2009 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,DPR,51137501,0,TOTTENVILLE SHORE PARK
POINT (-73.96537596472054 40.575192761966406),0,N,24827,2,16859,9,0,3,05/14/2009 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,DoITT,31284001,0,BRIGHTON PLAYGROUND
POINT (-74.13537795211117 40.641222576402),3400,X,103614,2,3391,11,0,5,05/14/2009 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,FDNY,51172503,0,FABER PARK POOL
POINT (-73.87657541202613 40.8419607590535),0,N,9014443,2,1406,12,0,2,05/14/2009 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,DPR,21310501,0,RIVER GARDEN
POINT (-74.0042490843563 40.58130996978586),0,N,18594,2,384,1,0,3,05/14/2009 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,DPR,31327501,0,CONEY ISLAND CREEK PARK
POINT (-74.07699455337176 40.57817465293914),0,N,151973,1,1336,4,0,5,05/14/2009 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,DoITT,50044701,0,FDR BOARDWALK AND BEACH
POINT (-73.79201131950514 40.59561857935132),0,N,309200,2,1389,1,0,4,05/14/2009 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,DPR,41523501,0,THURSBY BASIN PARK
POINT (-74.06355968790592 40.616357830641235),2718,,16077,1,1002422,4,0,5,09/02/2010 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,OTHER,,0,BUONO BEACH
POINT (-73.98252752222972 40.780511884079985),0,,224843,1,12252,6,1030547,1,05/14/2009 12:00:00 AM +0000,11/25/2013 12:00:00 AM +0000,9,NYPD,,1027294,MIKVAH MID MANHATTAN
POINT (-74.10436281181144 40.64186460727367),2498,X,13754,1,1018046,5,0,5,01/15/2013 12:00:00 AM +0000,07/10/2020 12:00:00 AM +0000,4,OTHER,51204533,0,NEW YORK CHINESE SCHOLARS GARDEN
POINT (-73.83646194150336 40.86423011283809),0,,88757,1,10208,2,2053518,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,,5131030,JHS 144 MICHAELANGELO
POINT (-73.88361720937888 40.84056345753225),0,,79133,1,13517,1,2120533,2,05/14/2009 12:00:00 AM +0000,11/25/2013 12:00:00 AM +0000,9,EMS,,0,GRACE EPISCOPAL CHURCH WEST FARMS
POINT (-73.89262282331505 40.84839425503541),0,N,78704,1,10646,2,2011995,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20005501,5131182,JHS 118 WILLIAM W NILES
POINT (-73.9597387614762 40.702548331352396),0,,30709,2,1025627,4,3060300,3,12/22/2014 12:00:00 AM +0000,01/07/2015 12:00:00 AM +0000,2,OTHER,,3076828,YESHIVA YESODE HATORAH BEDFORD AVE
POINT (-73.8865432464104 40.84587431745936),0,,111738,1,11067,2,2012957,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,,2023296,KAPPA III
POINT (-73.88992699335394 40.84388227013071),0,N,78804,1,10537,10,2094582,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,21353001,2017940,PS 211
POINT (-73.92831575303293 40.836099807459355),0,N,71422,2,10651,1,2003495,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20018301,5130870,PS 126 DR MARJORIE H DUNBAR
POINT (-73.90010485129264 40.87599122761844),0,N,119748,1,18373,5,0,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,13,DCP,21842501,0,FATHER DAVID CASELLA TRIANGLE
POINT (-73.99148725623041 40.63354204080228),0,,21242,2,1025628,4,3138076,3,12/22/2014 12:00:00 AM +0000,12/22/2014 12:00:00 AM +0000,2,OTHER,,3180325,YESHIVA YESODE HATORAH 50 ST
POINT (-73.95686832326653 40.70656416402491),0,,30886,1,1025629,7,3060167,3,12/22/2014 12:00:00 AM +0000,01/07/2015 12:00:00 AM +0000,2,OTHER,,3076657,UNITED TALMUDICAL ACADEMY MARCY AV
POINT (-73.95245354438998 40.70464764330371),0,,31060,2,1025630,4,3061065,3,12/22/2014 12:00:00 AM +0000,12/22/2014 12:00:00 AM +0000,2,OTHER,,3077732,BETH RACHEL SCHOOL FOR GIRLS
POINT (-73.95248794785505 40.704697692345455),0,,31060,2,1025631,4,3061065,3,12/22/2014 12:00:00 AM +0000,12/22/2014 12:00:00 AM +0000,2,OTHER,,3077732,BNOS YAAKOV EDUCATIONAL CENTER
POINT (-73.98401638159125 40.63619378461038),0,,21363,2,1025632,4,3135986,3,12/22/2014 12:00:00 AM +0000,12/22/2014 12:00:00 AM +0000,2,OTHER,,3177885,BOBOVER YESHIVA BNEI ZION
POINT (-73.98895355855257 40.62741558683914),0,,20296,2,1025633,5,3130664,3,12/22/2014 12:00:00 AM +0000,12/22/2014 12:00:00 AM +0000,2,OTHER,,3171905,YESHIVA MKOR CHAIM
POINT (-73.98504368623608 40.634581834006646),0,,21351,1,1025634,4,3128285,3,12/22/2014 12:00:00 AM +0000,12/22/2014 12:00:00 AM +0000,2,OTHER,,3169303,YESHIVA SHAREI HATZLUCHA
POINT (-73.97992450484332 40.62648874420085),0,,20535,2,1025635,17,3129481,3,12/23/2014 12:00:00 AM +0000,12/23/2014 12:00:00 AM +0000,2,OTHER,,3170642,YESHIVA CHASAN SOFER
POINT (-73.99034479724511 40.60565564667564),0,,20212,2,1025636,16,3162913,3,12/23/2014 12:00:00 AM +0000,12/23/2014 12:00:00 AM +0000,2,OTHER,,3208756,YESHIVA OHEL MOSHE
POINT (-73.98253459810051 40.627049675070175),0,,20523,2,1025637,16,3129697,3,12/23/2014 12:00:00 AM +0000,01/09/2015 12:00:00 AM +0000,2,OTHER,,3170888,YESHIVA YAGDIL TORAH
POINT (-73.98653229577896 40.637846447572265),0,,21317,2,1025638,16,3135946,3,12/23/2014 12:00:00 AM +0000,03/02/2015 12:00:00 AM +0000,2,OTHER,,3177832,YESHIVA BETH HILLEL OF KRASNA 42 ST
POINT (-73.9932707766076 40.63189149663289),0,,20107,2,1025639,5,3395365,3,12/23/2014 12:00:00 AM +0000,12/23/2014 12:00:00 AM +0000,2,OTHER,,3181399,UNITED TALMUDICAL ACADEMY TORAH VYIRAH BORO PARK
POINT (-73.99414144784639 40.63332577736379),0,,21149,2,1025640,16,3138706,3,12/23/2014 12:00:00 AM +0000,12/23/2014 12:00:00 AM +0000,2,OTHER,,3181029,TALMUD TORAH TIFERES BUNIM
POINT (-73.98812377604783 40.625984001184655),0,,20293,2,1025641,17,3130812,3,12/23/2014 12:00:00 AM +0000,01/09/2015 12:00:00 AM +0000,2,OTHER,,3172062,YESHIVA TIFERES ELIMELECH
POINT (-73.85062693088969 40.86696453635118),0,N,88227,2,10211,1,2054253,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20028101,5131051,PS 121 THROOP
POINT (-73.97486428649007 40.62939264738389),0,,26575,1,1025642,4,3127884,3,12/23/2014 12:00:00 AM +0000,12/23/2014 12:00:00 AM +0000,2,OTHER,,3168856,BETH JACOB DAY SCHOOL
POINT (-73.98703996288344 40.635784387050634),0,,21301,1,1025643,4,3136553,3,12/23/2014 12:00:00 AM +0000,12/23/2014 12:00:00 AM +0000,2,OTHER,,3178538,BIAS YITZCHOK SCHOOL
POINT (-73.99812848590614 40.62607020048766),0,,19929,2,1025644,4,3141642,3,12/26/2014 12:00:00 AM +0000,12/26/2014 12:00:00 AM +0000,2,OTHER,,3184467,HEBREW ACADEMY FOR SPECIAL CHILDREN 14 AVE
POINT (-73.8530706252972 40.822413104953355),0,N,85455,2,13901,1,2022289,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20028601,2036439,PS 138 SAMUEL RANDALL
POINT (-73.85994698997249 40.82351983199446),0,N,85320,1,13392,2,2103869,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,25963201,5128410,IS 131 ALBERT EINSTEIN
POINT (-73.98332605372974 40.6249939254923),0,,127179,2,1025646,17,3130569,3,12/30/2014 12:00:00 AM +0000,12/30/2014 12:00:00 AM +0000,2,OTHER,,3171799,YESHIVA KARLIN STOLIN
POINT (-73.97302690120083 40.60084218090488),0,,25210,2,1025647,4,3190438,3,12/30/2014 12:00:00 AM +0000,12/30/2014 12:00:00 AM +0000,2,OTHER,,9212497,MAGEN DAVID YESHIVAH ELEMENTARY SCHOOL
POINT (-73.98906281371356 40.60615380507807),0,,20215,1,1025648,6,3256802,3,12/30/2014 12:00:00 AM +0000,02/25/2015 12:00:00 AM +0000,2,OTHER,,3208170,MAGEN DAVID YESHIVAH HIGH SCHOOL
POINT (-73.96313650253036 40.627200649577894),0,,27030,2,1025649,16,3179557,3,12/30/2014 12:00:00 AM +0000,01/09/2015 12:00:00 AM +0000,2,OTHER,,3227817,YESHIVA RABBI CHAIM BERLIN
POINT (-73.91409218032965 40.88800284140789),0,,73297,1,12977,3,2085870,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,,2098959,MS/HS 141 D A STEIN RIV/KINGSB
POINT (-73.97018568425328 40.61952813602067),0,,136504,2,1025652,16,3256733,3,12/30/2014 12:00:00 AM +0000,12/30/2014 12:00:00 AM +0000,2,OTHER,,3172342,YESHIVA OF BROOKLYN BOYS SCHOOL
POINT (-73.96894724859129 40.61301434403297),0,,136496,2,1025653,6,3173776,3,12/30/2014 12:00:00 AM +0000,12/30/2014 12:00:00 AM +0000,2,OTHER,,3221319,YESHIVA OF BROOKLYN GIRLS HIGH SCHOOL
POINT (-73.96891448709538 40.612870662702),0,,136496,2,1025654,16,3173777,3,12/30/2014 12:00:00 AM +0000,12/30/2014 12:00:00 AM +0000,2,OTHER,,3221320,YESHIVA OF BROOKLYN ELEMENTARY SCHOOL
POINT (-73.96200409373661 40.617291717661104),0,,26999,1,1025655,17,3180784,3,12/31/2014 12:00:00 AM +0000,12/31/2014 12:00:00 AM +0000,2,OTHER,,3229312,BAIS YAAKOV ACADEMY ELM AVE
POINT (-73.96224523677641 40.60408917863031),0,,25665,2,1025656,6,3394079,3,12/31/2014 12:00:00 AM +0000,12/31/2014 12:00:00 AM +0000,2,OTHER,,9108863,BET YAAKOV ATERET TORAH HIGH SCHOOL
POINT (-73.9662748805407 40.62673552675924),0,,26897,1,1025657,4,3170990,3,12/31/2014 12:00:00 AM +0000,12/31/2014 12:00:00 AM +0000,2,OTHER,,3218202,YESHIVAH OF FLATBUSH ELEMENTARY SCHOOL
POINT (-73.85327728077873 40.83804120506448),0,N,9008390,2,10194,2,2041247,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20020601,2045046,JHS 127 THE CASTLE HILL
POINT (-73.90757585431156 40.82346974427721),0,N,9003101,2,10163,1,2004469,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20011601,2008248,PS 140 THE EAGLE SCHOOL
POINT (-73.90683937317529 40.83201938735848),0,N,9003096,1,10513,1,2001619,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20003701,5130633,PS 132 GARRET A MORGAN
POINT (-73.886684820535 40.845715026988515),0,N,79006,2,11065,2,2012957,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20028501,2023296,MS 129 ACADEMY FOR INDEPENDENT LEARNING & LEADERSHIP
POINT (-73.85698515132347 40.828615992051176),0,N,86283,1,10861,1,2025696,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20028201,5130610,DR EMMETT W BASSETT SCHOOL
POINT (-73.8898368255383 40.843980471577936),0,N,78804,1,14070,2,2094582,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20011801,2017940,IS 318 MATH SCIENCE & TECHNOLOGY THROUGH ARTS
POINT (-73.89451046887947 40.831415098335256),0,N,314615,2,11093,1,2010273,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,2,DOE,20009801,2018464,PS 134 GEORGE F BRISTOW
POINT (-73.9097892022303 40.848810995192025),0,,72359,1,15146,2,2098479,2,05/14/2009 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,5,DoITT,,5130887,LA PENINSULA CENTER #5
POINT (-73.93953688746713 40.825852115485155),0,N,70626,2,1008338,4,0,1,09/13/2011 12:00:00 AM +0000,08/30/2019 12:00:00 AM +0000,13,OTHER,11324501,0,MATTHEW HENSON PLAZA
POINT (-73.94224485546985 40.77017055677215),390,,67198,1,1029258,3,1040750,1,02/13/2017 12:00:00 AM +0000,08/30/2019 12:00:00 AM +0000,5,OTHER,,1032838,COLER REHABILITATION & NURSING CARE CENTER
POINT (-74.05480304521713 40.60011850983854),0,,160743,2,1034210,1,0,5,08/30/2019 12:00:00 AM +0000,08/30/2019 12:00:00 AM +0000,4,OTHER,,0,CAMP GATEWAY FORT WADSWORTH
POINT (-73.79895759835611 40.61948262458288),0,,319442,1,6167,5,0,4,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,NOAA,,0,HASSOCK CREEK
POINT (-73.8401773608505 40.62687816464747),0,N,279476,1,6988,5,0,3,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,OTHER,37287001,0,PUMPKIN PATCH MARSH
POINT (-73.84260555279339 40.61181602559957),0,N,50202,1,8601,1,0,3,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,OTHER,35317001,0,YELLOW BAR HASSOCK
POINT (-73.86172668437293 40.61293879229116),0,N,141838,2,14117,5,0,3,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,NOAA,30029401,0,JAMAICA BAY
POINT (-74.0185679959324 40.70745113913922),0,N,18125,1,6137,5,0,1,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,NOAA,11105501,0,SOUTH COVE
POINT (-73.79909321370947 40.62495773636848),0,,319442,,6480,5,0,4,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,NOAA,,0,STRAIGHT CREEK
POINT (-73.85225762945267 40.60975794989369),0,N,50172,1,6994,5,0,3,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,OTHER,38228001,0,STONY CREEK MARSH
POINT (-74.19252221954234 40.51553219261404),0,N,105282,1,8434,6,0,5,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,DCP,55619501,0,WOLFES POND
POINT (-74.20357470943802 40.51112206199857),0,N,121882,1,8791,5,0,5,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,NOAA,50005701,0,PRINCES BAY
POINT (-73.94694198690317 40.735268184892945),0,N,35684,1,8806,5,0,3,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,NOAA,30021401,0,WHALE CREEK
POINT (-74.01157032154735 40.695805556692314),0,,261732,2,14108,5,0,1,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,NOAA,,0,DIAMOND REEF
POINT (-74.06535485122834 40.65736202745883),0,,301672,,16813,5,0,,05/14/2009 12:00:00 AM +0000,09/05/2019 12:00:00 AM +0000,12,NOAA,,0,ROBBINS REEF LIGHTHOUSE
POINT (-74.0000712953811 40.58220362852423),0,N,151897,2,6120,5,0,3,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,12,NOAA,30022701,0,CONEY ISLAND CREEK
POINT (-73.92025787755446 40.585155069283736),0,N,40449,1,6157,5,0,3,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,12,NOAA,30023401,0,SHELL BANK CHANNEL
POINT (-73.89891268371258 40.58318153775872),0,N,135480,2,6159,5,0,3,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,12,NOAA,30019201,0,DEAD HORSE BAY
POINT (-73.7714128483449 40.87163048482924),0,X,213748,2,18372,5,0,2,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,12,DCP,25784056,0,MIDDLE REEF
POINT (-74.1203927524087 40.6426172478828),0,N,253836,2,14023,5,0,5,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,12,NOAA,50007401,0,KILL VAN KULL
POINT (-73.83435292197265 40.622844802025504),0,N,274623,1,2018,5,0,3,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,12,OTHER,31981001,0,BLACK BANK MARSH
POINT (-73.93456371689342 40.58237929435668),0,N,39876,1,17462,5,0,3,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,12,NOAA,30019901,0,SHEEPSHEAD BAY
POINT (-74.00216703365712 40.58268904771418),0,,18605,2,6725,11,0,3,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,6,NOAA,,0,CONEY ISLAND CREEK ENTRANCE BUOY 3
POINT (-73.89695078252828 40.7805586197283),0,N,76998,2,19017,2,4539644,4,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,7,NYPD,40048101,10173625,ASTORIA ENERGY
POINT (-74.07380131527353 40.630855596994905),0,,15732,1,2064,7,0,5,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,6,NYPD,,0,SI NAVAL STATION HOMEPORT
POINT (-73.78875623450809 40.834961785785275),0,X,99498,2,18364,5,0,2,05/14/2009 12:00:00 AM +0000,09/06/2019 12:00:00 AM +0000,12,DCP,25784063,0,BIG TOM
POINT (-73.92954393215174 40.82647800881879),0,,260443,1,1034229,2,0,2,09/06/2019 12:00:00 AM +0000,,13,OTHER,,0,THE BIG BAT YANKEE STADIUM
POINT (-73.88827629636681 40.77693387202483),0,N,77093,1,8815,5,0,4,05/14/2009 12:00:00 AM +0000,09/09/2019 12:00:00 AM +0000,12,NOAA,40018501,0,BOWERY BAY
POINT (-73.78717624490537 40.60094793045034),0,,309154,2,14119,5,0,4,05/14/2009 12:00:00 AM +0000,09/09/2019 12:00:00 AM +0000,12,NOAA,,0,SOMMERVILLE BASIN
POINT (-73.87391209251099 40.81508106393045),0,N,121649,2,14828,2,0,2,05/14/2009 12:00:00 AM +0000,09/09/2019 12:00:00 AM +0000,12,NOAA,20023001,0,BRONX RIVER
POINT (-74.22907047507537 40.54329819364937),0,N,105251,1,18393,6,0,5,05/14/2009 12:00:00 AM +0000,09/09/2019 12:00:00 AM +0000,12,DCP,52315501,0,CLAY PIT POND
POINT (-73.7351266410196 40.5977313966052),0,,285957,1,6174,5,0,,05/14/2009 12:00:00 AM +0000,09/09/2019 12:00:00 AM +0000,12,NOAA,,0,BANNISTE CREEK
POINT (-73.92966497472813 40.77666136400507),0,,298543,2,8813,5,0,1,05/14/2009 12:00:00 AM +0000,09/09/2019 12:00:00 AM +0000,12,NOAA,,0,POT COVE
POINT (-73.850416029963 40.81335418910763),0,N,85575,1,14425,5,0,2,05/14/2009 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,12,NOAA,25973001,0,PUGSLEY CREEK
POINT (-74.0628767764238 40.67065206108352),0,,284139,,14106,5,0,,05/14/2009 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,12,NOAA,,0,GREENVILLE CHANNEL
POINT (-74.03106122478111 40.66025441233569),0,,285061,1,6128,5,0,3,05/14/2009 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,12,NOAA,,0,BAY RIDGE FLATS
POINT (-73.9224594075695 40.72389567222124),0,N,66619,1,6332,5,0,4,05/14/2009 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,12,NOAA,40011201,0,MASPETH CREEK
POINT (-73.89535985192488 40.67123881336632),0,N,47560,1,18623,12,3083926,3,05/14/2009 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,11,FDNY,30036001,3112903,FDNY EMS STATION 39
POINT (-73.92778300067832 40.787083000265305),445,X,245603,1,1007504,4,1088303,1,08/17/2011 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,10,OTHER,12574026,9114084,NYS OMH WATER TOWER
POINT (-73.92802198362271 40.789943492394464),425,X,245714,1,1007511,4,1088231,1,08/17/2011 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,10,OTHER,12574022,5125851,NYS OMH MEYER BLDG GAZEBO 1
POINT (-73.83967680541492 40.58377930024313),0,N,50097,2,6146,5,0,4,05/14/2009 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,12,NOAA,40015001,0,BEACH CHANNEL
POINT (-73.79187668258905 40.622645165628384),0,,319442,1,6168,5,0,4,05/14/2009 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,12,NOAA,,0,DUCK CREEK
POINT (-73.92797624439488 40.78974351064556),425,X,245720,2,1007512,4,1088233,1,08/17/2011 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,10,OTHER,12574023,5125850,NYS OMH MEYER BLDG GAZEBO 2
POINT (-73.93006217167373 40.787859570719306),425,X,245802,2,1007514,4,1088232,1,08/17/2011 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,10,OTHER,12574024,9222609,NYS OMH OUTDOOR PAVILION
POINT (-73.76915666870734 40.61482152190896),0,N,58210,1,6173,5,0,4,05/14/2009 12:00:00 AM +0000,09/11/2019 12:00:00 AM +0000,12,NOAA,40016401,0,NEGRO BAR CHANNEL
POINT (-73.75498165649542 40.63042652904105),0,,62324,,14012,11,0,,05/14/2009 12:00:00 AM +0000,09/10/2019 12:00:00 AM +0000,6,NOAA,,0,HEAD OF BAY BUOY 30
POINT (-73.90060464423915 40.782387059293),0,,267512,1,14030,5,0,4,05/14/2009 12:00:00 AM +0000,09/10/2019 12:00:00 AM +0000,12,NOAA,,0,STEINWAY CREEK
POINT (-73.96033199103456 40.703687295539105),0,N,30701,2,16019,5,0,3,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,13,DPR,31311501,0,LENTOL TRIANGLE
POINT (-73.90804145488599 40.87770939358362),231,X,73155,2,499,9,0,2,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,4,DoITT,21349001,0,MARBLE HILL PLAYGROUND
POINT (-74.13104853865156 40.56460496528825),0,N,108440,2,16357,5,0,5,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,13,DPR,51163001,0,AMUNDSEN CIRCLE
POINT (-73.86336677203556 40.74841100926604),0,N,83394,2,16378,5,0,4,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,13,DPR,40066401,0,AMERICAN TRIANGLE
POINT (-73.89667365977735 40.904899824940415),0,N,81161,1,16388,5,0,2,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,13,DPR,21225501,0,SHERIDAN TRIANGLE
POINT (-74.01648370633811 40.62698862496742),484,G,17358,1,16016,1,0,3,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,4,DPR,35983501,0,MCKINLEY PARK
POINT (-73.95252819865867 40.71847486902402),0,N,35228,1,376,5,0,3,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,13,DPR,31290001,0,PRIVATE SONSIRE TRIANGLE
POINT (-73.8477565654918 40.81203424713339),4167,N,85570,1,407,1,0,2,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,4,DPR,21852501,0,CASTLE HILL PARK
POINT (-73.9484924356467 40.61392110961929),0,,148539,1,13920,1,3182231,3,05/14/2009 12:00:00 AM +0000,07/21/2014 12:00:00 AM +0000,10,EMS,,3319298,NEW YORK COMMUNITY HOSPITAL OF BROOKLYN
POINT (-73.95722775011755 40.68223768366409),0,,29556,1,14746,1,3057377,3,05/14/2009 12:00:00 AM +0000,06/01/2015 12:00:00 AM +0000,9,NYPD,,0,ST PETER CLAVER CHURCH
POINT (-73.90971627687195 40.84527886092573),0,N,121008,1,17525,1,0,2,05/14/2009 12:00:00 AM +0000,10/20/2020 12:00:00 AM +0000,4,DPR,21355501,0,MORRIS MESA PARK
POINT (-73.89431476638477 40.83102828223686),0,N,314615,2,1402,12,0,2,05/14/2009 12:00:00 AM +0000,10/20/2020 12:00:00 AM +0000,4,DPR,20084401,0,MODEL T SENIOR CITIZEN'S GARDEN
POINT (-73.93534452881798 40.79784317911884),0,,69165,1,1010124,15,1054711,1,01/19/2012 12:00:00 AM +0000,06/01/2015 12:00:00 AM +0000,2,OTHER,,1045090,UNIVERSAL DAY CARE OF THE FALU FOUNDATION
POINT (-73.99353526540672 40.73865422522842),0,,32811,2,1025969,17,1015426,1,03/19/2015 12:00:00 AM +0000,06/01/2015 12:00:00 AM +0000,2,OTHER,,1018804,ASSOCIATION FOR METROAREA AUTISTIC CHILDREN SCHOOL
POINT (-73.92213577076444 40.81313982467895),0,,9003047,1,13436,4,2000656,2,05/14/2009 12:00:00 AM +0000,07/22/2014 12:00:00 AM +0000,11,EMS,,2001394,S BRONX STATION
POINT (-74.00171623297867 40.73520607693869),0,N,32258,1,1286,5,0,1,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,13,DPR,12594001,0,MCCARTHY SQUARE
POINT (-73.95525978770621 40.77866073416057),0,,37660,1,14987,4,1047937,1,05/14/2009 12:00:00 AM +0000,07/22/2014 12:00:00 AM +0000,11,EMS,,1037598,BATTALION 10 ENGINE 22 LADDER 13
POINT (-73.98253665095915 40.77186295256666),0,N,158621,1,1306,1,0,1,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,4,DPR,11159001,0,DANTE PARK
POINT (-73.90439457028366 40.856120637091585),0,,79595,1,13519,4,2118039,2,05/14/2009 12:00:00 AM +0000,07/23/2014 12:00:00 AM +0000,11,DoITT,,5129349,BATTALION 19 ENGINE 75 LADDER 33
POINT (-74.17509721103156 40.6251589695134),0,N,321089,2,1326,1,0,5,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,4,DPR,51175501,0,GRANITEVILLE SWAMP PARK
POINT (-73.98653053372001 40.76895781687073),0,,34118,1,16476,2,1026893,1,05/14/2009 12:00:00 AM +0000,07/18/2014 12:00:00 AM +0000,5,DoITT,,1025138,PRESCHOOL FOR MULTIHANDICAPPED CHILDREN
POINT (-73.9509230150999 40.70888456945999),0,N,109875,2,148,5,0,3,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,13,DPR,31292001,0,LITHUANIA SQUARE
POINT (-73.96109936293591 40.69922654779309),0,N,30533,1,150,5,0,3,05/14/2009 12:00:00 AM +0000,08/13/2020 12:00:00 AM +0000,13,DPR,30089801,0,CLASSON TRIANGLE
POINT (-74.00479493259691 40.6397431058071),0,,20821,1,15938,1,3138446,3,05/14/2009 12:00:00 AM +0000,04/18/2018 12:00:00 AM +0000,9,EMS,,3180746,SECOND EVANGELICAL FREE CHURCH
